00b5a338	AIDebugShowPlansToggle()	"AIDebugShowPlansToggle()"	ds	1
00b6de68	setLDRBloomParams([bloomColorR] [bloomColorG] [bloomColorB] [bloomIntensity] [bloomSigma]):sets LDR Bloom params	"setLDRBloomParams([bloomColorR] [bloomColorG] [bloomColorB] [bloomIntensity] [bloomSigma]):sets LDR Bloom params"	ds	1
00b6def0	setBloomParams([bloomThreshold] [bloomColorR] [bloomColorG] [bloomColorB] [bloomIntensity] [bloomPass] [bloomSigma]):sets tonemap params	"setBloomParams([bloomThreshold] [bloomColorR] [bloomColorG] [bloomColorB] [bloomIntensity] [bloomPass] [bloomSigma]):sets tonemap params"	ds	1
00b6df90	setToneMapParams([exposure] [dispGamma] [greyFStops] [kneeLow] [kneeHigh] [ditherNoiseInten]):sets tonemap params	"setToneMapParams([exposure] [dispGamma] [greyFStops] [kneeLow] [kneeHigh] [ditherNoiseInten]):sets tonemap params"	ds	1
00b6e018	unitPlayerDefakify() sets the selected units to stop using a fake player.	"unitPlayerDefakify() sets the selected units to stop using a fake player."	ds	1
00b6e078	unitPlayerFakify(fakePlayerIndex) sets the selected units to use the fake player indicated.	"unitPlayerFakify(fakePlayerIndex) sets the selected units to use the fake player indicated."	ds	1
00b6e814	uiMinimizeStats()	"uiMinimizeStats()"	ds	1
00b6e838	uiShowCommandPanel()	"uiShowCommandPanel()"	ds	1
00b6e864	uiShowDetailedHelp()	"uiShowDetailedHelp()"	ds	1
00b6e890	uiShowStatPanel()	"uiShowStatPanel()"	ds	1
00b6e8b4	uiToggleAdvancedHUD()	"uiToggleAdvancedHUD()"	ds	1
00b6e8f4	uiFindCrowd([findType],[noLookAt])	"uiFindCrowd([findType],[noLookAt])"	ds	1
00b6e968	uiScreenSelect([modifier]) : screen selection.	"uiScreenSelect([modifier]) : screen selection."	ds	1
00b6e9a8	uiForceShift([on]) : Force shift key on or off.	"uiForceShift([on]) : Force shift key on or off."	ds	1
00b6ea24	uiCircleSelectResize([x],[y]) : Circle selection resizing.	"uiCircleSelectResize([x],[y]) : Circle selection resizing."	ds	1
00b6ea78	uiCircleSelect([on],[doubleClick],[leaveSelected]) : Start/stop circle selection.	"uiCircleSelect([on],[doubleClick],[leaveSelected]) : Start/stop circle selection."	ds	1
00b6eae0	uiMapPointerGoto([activeCheck]) : Jump to map pointer location.	"uiMapPointerGoto([activeCheck]) : Jump to map pointer location."	ds	1
00b6eb34	uiMapPointerControl([x],[y],[doGoto]) : Moves the map pointer.	"uiMapPointerControl([x],[y],[doGoto]) : Moves the map pointer."	ds	1
00b6eb88	uiCameraControl([x],[y]) : Controls camera with gamepad stick.	"uiCameraControl([x],[y]) : Controls camera with gamepad stick."	ds	1
00b6ebd8	uiCameraScroll([fast],[x],[y]) : Scrolls the game view.	"uiCameraScroll([fast],[x],[y]) : Scrolls the game view."	ds	1
00b6eca8	uiVPAccelClick([unitID]) : Shows the VP accel building from the unitID.	"uiVPAccelClick([unitID]) : Shows the VP accel building from the unitID."	ds	1
00b6ed00	uiFindAlliedNatives() : finds allied natives of the current player in order, so that it can be called repeatedly to cycle.	"uiFindAlliedNatives() : finds allied natives of the current player in order, so that it can be called repeatedly to cycle."	ds	1
00b6f174	uiShowChatWindow()	"uiShowChatWindow()"	ds	1
00b6f268	uiClearChat(clearOnly) : Clears the chat and resets to recent mode.  clearOnly == true if you don't want it to populate the chat, but only clear it.	"uiClearChat(clearOnly) : Clears the chat and resets to recent mode.  clearOnly == true if you don't want it to populate the chat, but only clear it."	ds	1
00b6f438	uiChatScrollForward([integerKeyState]) : Scrolls chat forward one.	"uiChatScrollForward([integerKeyState]) : Scrolls chat forward one."	ds	1
00b6f490	uiChatScrollBack([integerKeyState]) : Scrolls chat back one.	"uiChatScrollBack([integerKeyState]) : Scrolls chat back one."	ds	1
00b6f4e8	uiSetBuildingPlacementRender(id, on) : controls rendering of the building placement info for the given ID	"uiSetBuildingPlacementRender(id, on) : controls rendering of the building placement info for the given ID"	ds	1
00b6f6a8	uiSetKBArmyRender( int id, bool [set]: render the kbArmy info for the given ID. If not set given, will not render the army.	"uiSetKBArmyRender( int id, bool [set]: render the kbArmy info for the given ID. If not set given, will not render the army."	ds	1
00b6f7a8	uiSetKBResourceRender( resID, [set]: render the kbResource info for the given ID. If not set given, will not render the resource.	"uiSetKBResourceRender( resID, [set]: render the kbResource info for the given ID. If not set given, will not render the resource."	ds	1
00b701c0	uiTopicDetailHelp(topicName) : brings up the detail help UI for the given help topic	"uiTopicDetailHelp(topicName) : brings up the detail help UI for the given help topic"	ds	1
00b70230	uiTechDetailHelp(techID, civ) : brings up the detail help UI for the given tech node ID	"uiTechDetailHelp(techID, civ) : brings up the detail help UI for the given tech node ID"	ds	1
00b702a0	uiTechDetailHelp(techID) : brings up the detail help UI for the given tech node ID	"uiTechDetailHelp(techID) : brings up the detail help UI for the given tech node ID"	ds	1
00b70308	uiUnitDetailHelp(protoID, civID) : brings up the detail help UI for the given proto ID, or -1 for current unit selection proto.	"uiUnitDetailHelp(protoID, civID) : brings up the detail help UI for the given proto ID, or -1 for current unit selection proto."	ds	1
00b706c8	setGameFadeIn(<r> <g> <b> <duration> <delay> <inout>): turn fade in on/off, set color duration.	"setGameFadeIn(<r> <g> <b> <duration> <delay> <inout>): turn fade in on/off, set color duration."	ds	1
00b70738	fadeToColor(<r> <g> <b> <duration> <delay> <inout>): fade in/out using color specified.	"fadeToColor(<r> <g> <b> <duration> <delay> <inout>): fade in/out using color specified."	ds	1
00b7079c	categoryFlash(<ID> <flash>) : turns gadget flashing on/off.	"categoryFlash(<ID> <flash>) : turns gadget flashing on/off."	ds	1
00b707e8	trainFlash(<protoID> <flash>) : turns gadget flashing on/off.	"trainFlash(<protoID> <flash>) : turns gadget flashing on/off."	ds	1
00b70834	techFlash(<techID> <flash>) : turns gadget flashing on/off.	"techFlash(<techID> <flash>) : turns gadget flashing on/off."	ds	1
00b70880	gadgetFlash(<stringName> <flash>) : turns gadget flashing on/off.	"gadgetFlash(<stringName> <flash>) : turns gadget flashing on/off."	ds	1
00b708d0	gadgetRefresh(<stringName>) : refresh the contents of the named gadget.	"gadgetRefresh(<stringName>) : refresh the contents of the named gadget."	ds	1
00b70998	gadgetRealIfNotMP(<stringName>) : makes real the named gadget.	"gadgetRealIfNotMP(<stringName>) : makes real the named gadget."	ds	1
00b709ec	gadgetUnreal(<stringName>) : makes un-real the named gadget.	"gadgetUnreal(<stringName>) : makes un-real the named gadget."	ds	1
00b70a3c	gadgetReal(<stringName>) : makes real the named gadget.	"gadgetReal(<stringName>) : makes real the named gadget."	ds	1
00b70c18	uiToggleCliff() : toggles cliff pieces on or off under the pointer.	"uiToggleCliff() : toggles cliff pieces on or off under the pointer."	ds	1
00b70c6c	uiUnselectCliff() : de-selects the forest under the pointer.	"uiUnselectCliff() : de-selects the forest under the pointer."	ds	1
00b70cc0	uiSelectCliffAtPointer() : selects the cliff under the pointer.	"uiSelectCliffAtPointer() : selects the cliff under the pointer."	ds	1
00b70d18	uiUnselectForest() : de-selects the forest under the pointer.	"uiUnselectForest() : de-selects the forest under the pointer."	ds	1
00b70d70	uiSelectForestAtPointer() : selects the forest under the pointer.	"uiSelectForestAtPointer() : selects the forest under the pointer."	ds	1
00b70dd0	uiSetForestType(longForestType) : sets the forest type by index.	"uiSetForestType(longForestType) : sets the forest type by index."	ds	1
00b70e28	uiSetForestType(stringForestName) : sets the forest type by name.	"uiSetForestType(stringForestName) : sets the forest type by name."	ds	1
00b70e80	uiSetWaterTypeNum(longWaterType) : sets the water type by index.	"uiSetWaterTypeNum(longWaterType) : sets the water type by index."	ds	1
00b70ed8	uiSetWaterType(stringWaterName) : sets the water type by name.	"uiSetWaterType(stringWaterName) : sets the water type by name."	ds	1
00b70f28	uiSetCliffTypeNum(longCliffType) : sets the cliff type by index.	"uiSetCliffTypeNum(longCliffType) : sets the cliff type by index."	ds	1
00b70f80	uiSetCliffType(stringCliffName) : sets the cliff type by name.	"uiSetCliffType(stringCliffName) : sets the cliff type by name."	ds	1
00b70fd0	uiCoverTerrainWithWater(floatWaterHeight, floatDepth, waterName) : flattens terrain and paints water over the entire map.	"uiCoverTerrainWithWater(floatWaterHeight, floatDepth, waterName) : flattens terrain and paints water over the entire map."	ds	1
00b71190	uiDumpAllUnitHotKeyMappings(): spews all hot key mappings that create units to the console	"uiDumpAllUnitHotKeyMappings(): spews all hot key mappings that create units to the console"	ds	1
00b71618	uiChangeBrushSize({p1} {p2} {p3} {p4}) : changes the size of the current brush	"uiChangeBrushSize({p1} {p2} {p3} {p4}) : changes the size of the current brush"	ds	1
00b71680	uiChangeBrushType( "name") : changes the brush to the named type	"uiChangeBrushType( \"name\") : changes the brush to the named type"	ds	1
00b716d8	uiSetBrushType( "name" {p1} {p2} {p3} {p4} ) : makes the current brush based on the name and parameters.	"uiSetBrushType( \"name\" {p1} {p2} {p3} {p4} ) : makes the current brush based on the name and parameters."	ds	1
00b71758	uiApplyLightingSet([integerIndex]) : intended for UI use only.  Applies a Lighting Set	"uiApplyLightingSet([integerIndex]) : intended for UI use only.  Applies a Lighting Set"	ds	1
00b7197c	uiRotateClipboard(degrees) : rotate the clipboard by amount.	"uiRotateClipboard(degrees) : rotate the clipboard by amount."	ds	1
00b719d0	uiSetClipboardRotation(degrees) : sets the clipboard rotation amount.	"uiSetClipboardRotation(degrees) : sets the clipboard rotation amount."	ds	1
00b71a30	uiPasteFromClipboard() : pastes the contents of the clipboard to the brush selection.	"uiPasteFromClipboard() : pastes the contents of the clipboard to the brush selection."	ds	1
00b71aa0	uiCopyToClipboard() : copies the brush selection to the clipboard.	"uiCopyToClipboard() : copies the brush selection to the clipboard."	ds	1
00b71af8	uiMessageBox2([stringID] [stringCommand]) : pops up a message box with text that activated the cmd when the ok button is hit	"uiMessageBox2([stringID] [stringCommand]) : pops up a message box with text that activated the cmd when the ok button is hit"	ds	1
00b71b88	uiMessageBox([stringText] [stringCommand]) : pops up a message box with text that activated the cmd when the ok button is hit	"uiMessageBox([stringText] [stringCommand]) : pops up a message box with text that activated the cmd when the ok button is hit"	ds	1
00b71ce0	uiCycleGadget([integerDelta]) : cycles through the 'active' child gadget of a deluxe gadget.	"uiCycleGadget([integerDelta]) : cycles through the 'active' child gadget of a deluxe gadget."	ds	1
00b71f90	uiBuildMode([integerType]) : does and editMode and setProtoID, after verifying sufficient resources for the current player.	"uiBuildMode([integerType]) : does and editMode and setProtoID, after verifying sufficient resources for the current player."	ds	1
00b720b8	uiSetProtoID([integerType]) : sets the proto ID to place.	"uiSetProtoID([integerType]) : sets the proto ID to place."	ds	1
00b72108	uiPlaceAtPointer([boolChangeVariation]): intended for ui use only.  Places unit at pointer location.	"uiPlaceAtPointer([boolChangeVariation]): intended for ui use only.  Places unit at pointer location."	ds	1
00b72188	uiSetTerrainOverlayColor([float] [float] [float]: intended for ui use only.  Sets the terrain overlay color to the given (R,G,B) color.	"uiSetTerrainOverlayColor([float] [float] [float]: intended for ui use only.  Sets the terrain overlay color to the given (R,G,B) color."	ds	1
00b722c0	uiPaintTerrainOverlay([integerKeyState]) : intended for ui use only.  Indicates that the paint terrain overlay button has gone up/down.	"uiPaintTerrainOverlay([integerKeyState]) : intended for ui use only.  Indicates that the paint terrain overlay button has gone up/down."	ds	1
00b72360	uiPaintForest(paint, offset) : intended for ui use only.  Indicates that the paint button has gone up/down.	"uiPaintForest(paint, offset) : intended for ui use only.  Indicates that the paint button has gone up/down."	ds	1
00b723e0	uiPaint([integerKeyState]) : intended for ui use only.  Indicates that the paint button has gone up/down.	"uiPaint([integerKeyState]) : intended for ui use only.  Indicates that the paint button has gone up/down."	ds	1
00b72458	uiDeleteUnits([integerKeyState]) : intended for ui use only.  Indicates that the delete units button has gone up/down.	"uiDeleteUnits([integerKeyState]) : intended for ui use only.  Indicates that the delete units button has gone up/down."	ds	1
00b724e0	uiRoughen([integerKeyState]) : intended for ui use only.  Indicates that the roughen button has gone up/down.	"uiRoughen([integerKeyState]) : intended for ui use only.  Indicates that the roughen button has gone up/down."	ds	1
00b72560	uiLookAtNumberGroup([integerGroup]): moves the camera to see the given number group.	"uiLookAtNumberGroup([integerGroup]): moves the camera to see the given number group."	ds	1
00b72648	uiLookAtUnitByName(scenarioName): moves the camera to see the specified Unit.	"uiLookAtUnitByName(scenarioName): moves the camera to see the specified Unit."	ds	1
00b72880	uiZoomToProto([stringProto]) : zooms to the first instance of proto unit X owned by the current player.	"uiZoomToProto([stringProto]) : zooms to the first instance of proto unit X owned by the current player."	ds	1
00b72e90	uiLowerTerrainSelection([integerKeyState]) : intended for ui use only.  Indicates that the lower terrain selection button has gone up/down.	"uiLowerTerrainSelection([integerKeyState]) : intended for ui use only.  Indicates that the lower terrain selection button has gone up/down."	ds	1
00b72f38	uiRaiseTerrainSelection([integerKeyState]) : intended for ui use only.  Indicates that the raise terrain selection button has gone up/down.	"uiRaiseTerrainSelection([integerKeyState]) : intended for ui use only.  Indicates that the raise terrain selection button has gone up/down."	ds	1
00b72fe0	uiTerrainSelection([integerKeyState]) : intended for ui use only.  Indicates that the terrain selection button has gone up/down.	"uiTerrainSelection([integerKeyState]) : intended for ui use only.  Indicates that the terrain selection button has gone up/down."	ds	1
00b73078	uiPaintCliff([integerKeyState]) : intended for ui use only.  Indicates that the paint cliff button has gone up/down.	"uiPaintCliff([integerKeyState]) : intended for ui use only.  Indicates that the paint cliff button has gone up/down."	ds	1
00b73100	uiPaintWaterArea([integerKeyState]) : intended for ui use only. Painting water area.	"uiPaintWaterArea([integerKeyState]) : intended for ui use only. Painting water area."	ds	1
00b73170	uiPaintWater([integerKeyState]) : intended for ui use only.  Indicates that the paint water button has gone up/down.	"uiPaintWater([integerKeyState]) : intended for ui use only.  Indicates that the paint water button has gone up/down."	ds	1
00b731f8	uiSmooth([integerKeyState]) : intended for ui use only.  Indicates that the smooth button has gone up/down.	"uiSmooth([integerKeyState]) : intended for ui use only.  Indicates that the smooth button has gone up/down."	ds	1
00b73350	uiLowerElevation([integerKeyState]) : intended for ui use only.  Indicates that the lower elevation button has gone up/down.	"uiLowerElevation([integerKeyState]) : intended for ui use only.  Indicates that the lower elevation button has gone up/down."	ds	1
00b733e8	uiRaiseElevation([integerKeyState]) : intended for ui use only.  Indicates that the raise elevation button has gone up/down.	"uiRaiseElevation([integerKeyState]) : intended for ui use only.  Indicates that the raise elevation button has gone up/down."	ds	1
00b734c0	uiRemoveSelectedUnit([unitID]) : Removes specified unit, or selected unit if not ID is specified.	"uiRemoveSelectedUnit([unitID]) : Removes specified unit, or selected unit if not ID is specified."	ds	1
00b73590	uiDeleteSelectedUnit2() : deletes selected unit.	"uiDeleteSelectedUnit2() : deletes selected unit."	ds	1
00b735dc	uiDeleteSelectedUnit() : deletes selected unit.	"uiDeleteSelectedUnit() : deletes selected unit."	ds	1
00b736a0	uiPaintTerrainToSample([integerKeyState]) : intended for ui use only.  Indicates that the sample terrain button has gone up/down.	"uiPaintTerrainToSample([integerKeyState]) : intended for ui use only.  Indicates that the sample terrain button has gone up/down."	ds	1
00b73848	uiChangeElevationToSample([integerKeyState]) : intended for ui use only.  Indicates that the change elevation to sample button has gone up/down.	"uiChangeElevationToSample([integerKeyState]) : intended for ui use only.  Indicates that the change elevation to sample button has gone up/down."	ds	1
00b73e38	uiDoubleClickSelect([integerAdd], [checkAction]) : intended for ui use only.  Double click select at pointer location.	"uiDoubleClickSelect([integerAdd], [checkAction]) : intended for ui use only.  Double click select at pointer location."	ds	1
00b73f30	uiAddSelectNumberGroup([integerGroup]) : adds the units in the given number group to current selection.	"uiAddSelectNumberGroup([integerGroup]) : adds the units in the given number group to current selection."	ds	1
00b73fb0	uiSelectNumberGroup([integerGroup]) : selects the units in the given number group.	"uiSelectNumberGroup([integerGroup]) : selects the units in the given number group."	ds	1
00b74018	uiClearNumberGroup([integerGroup]) : erases the given number group.	"uiClearNumberGroup([integerGroup]) : erases the given number group."	ds	1
00b74070	uiCreateNumberGroup([integerGroup]) : creates a number group with the currently selected units.	"uiCreateNumberGroup([integerGroup]) : creates a number group with the currently selected units."	ds	1
00b741e0	rotateWaterRight([integerKeyState]) : intended for ui use only.  Indicates that the rotate water right button has gone up/down.	"rotateWaterRight([integerKeyState]) : intended for ui use only.  Indicates that the rotate water right button has gone up/down."	ds	1
00b74278	rotateWaterLeft([integerKeyState]) : intended for ui use only.  Indicates that the rotate water left button has gone up/down.	"rotateWaterLeft([integerKeyState]) : intended for ui use only.  Indicates that the rotate water left button has gone up/down."	ds	1
00b74310	uiLowerWater([integerKeyState]) : intended for ui use only.  Indicates that the lower water button has gone up/down.	"uiLowerWater([integerKeyState]) : intended for ui use only.  Indicates that the lower water button has gone up/down."	ds	1
00b74398	uiRaiseWater([integerKeyState]) : intended for ui use only.  Indicates that the raise water button has gone up/down.	"uiRaiseWater([integerKeyState]) : intended for ui use only.  Indicates that the raise water button has gone up/down."	ds	1
00b745e0	uiMoveUnitDown([integerKeyState]) : intended for ui use only.  Indicates that the move unit down key has gone up/down.	"uiMoveUnitDown([integerKeyState]) : intended for ui use only.  Indicates that the move unit down key has gone up/down."	ds	1
00b74668	uiMoveUnitUp([integerKeyState]) : intended for ui use only.  Indicates that the move unit up key has gone up/down.	"uiMoveUnitUp([integerKeyState]) : intended for ui use only.  Indicates that the move unit up key has gone up/down."	ds	1
00b746f0	uiMoveUnitLeft([integerKeyState]) : intended for ui use only.  Indicates that the move unit left key has gone up/down.	"uiMoveUnitLeft([integerKeyState]) : intended for ui use only.  Indicates that the move unit left key has gone up/down."	ds	1
00b74778	uiMoveUnitRight([integerKeyState]) : intended for ui use only.  Indicates that the move unit right key has gone up/down.	"uiMoveUnitRight([integerKeyState]) : intended for ui use only.  Indicates that the move unit right key has gone up/down."	ds	1
00b74808	uiMoveUnitBackward([integerKeyState]) : intended for ui use only.  Indicates that the move unit backward key has gone up/down.	"uiMoveUnitBackward([integerKeyState]) : intended for ui use only.  Indicates that the move unit backward key has gone up/down."	ds	1
00b748a0	uiMoveUnitForward([integerKeyState]) : intended for ui use only.  Indicates that the move unit forward key has gone up/down.	"uiMoveUnitForward([integerKeyState]) : intended for ui use only.  Indicates that the move unit forward key has gone up/down."	ds	1
00b74938	uiRollUnitLeft([integerKeyState]) : intended for ui use only.  Indicates that the roll unit left key has gone up/down.	"uiRollUnitLeft([integerKeyState]) : intended for ui use only.  Indicates that the roll unit left key has gone up/down."	ds	1
00b749c0	uiRollUnitRight([integerKeyState]) : intended for ui use only.  Indicates that the roll unit right key has gone up/down.	"uiRollUnitRight([integerKeyState]) : intended for ui use only.  Indicates that the roll unit right key has gone up/down."	ds	1
00b74a50	uiPitchUnitDown([integerKeyState]) : intended for ui use only.  Indicates that the pitch unit down key has gone up/down.	"uiPitchUnitDown([integerKeyState]) : intended for ui use only.  Indicates that the pitch unit down key has gone up/down."	ds	1
00b74ae0	uiPitchUnitUp([integerKeyState]) : intended for ui use only.  Indicates that the pitch unit up key has gone up/down.	"uiPitchUnitUp([integerKeyState]) : intended for ui use only.  Indicates that the pitch unit up key has gone up/down."	ds	1
00b74b68	uiYawUnitLeft([integerKeyState]) : intended for ui use only.  Indicates that the yaw unit left key has gone up/down.	"uiYawUnitLeft([integerKeyState]) : intended for ui use only.  Indicates that the yaw unit left key has gone up/down."	ds	1
00b74bf0	uiYawUnitRight([integerKeyState]) : intended for ui use only.  Indicates that the yaw unit right key has gone up/down.	"uiYawUnitRight([integerKeyState]) : intended for ui use only.  Indicates that the yaw unit right key has gone up/down."	ds	1
00b74cc0	uiLeaveContext(<stringContext>) : leaves the specified UI context.	"uiLeaveContext(<stringContext>) : leaves the specified UI context."	ds	1
00b74d18	uiEnterContext(<stringContext>) : enters the specified UI context.	"uiEnterContext(<stringContext>) : enters the specified UI context."	ds	1
00b74d70	uiSetProtoCursorID(<integerProtoID>) : sets the cursor to a proto-unit.	"uiSetProtoCursorID(<integerProtoID>) : sets the cursor to a proto-unit."	ds	1
00b74dd0	uiSetProtoCursor(<stringProtoName>, <setPlacement>) : sets the cursor to a proto-unit.	"uiSetProtoCursor(<stringProtoName>, <setPlacement>) : sets the cursor to a proto-unit."	ds	1
00b751b8	uiSetHomeCityWaterSpawnPointAtPointer( void ): Sets the HC spawn point.	"uiSetHomeCityWaterSpawnPointAtPointer( void ): Sets the HC spawn point."	ds	1
00b75588	uiFormationOrientation( ) : Sets the orientation of a formation.	"uiFormationOrientation( ) : Sets the orientation of a formation."	ds	1
00b755e8	uiBuildAtPointer( ) : instructs the currently selected unit(s) to build the current proto unit cursor building type at the pointer location.	"uiBuildAtPointer( ) : instructs the currently selected unit(s) to build the current proto unit cursor building type at the pointer location."	ds	1
00b7568c	editMode(<symbolModeName>) : changes the edit mode	"editMode(<symbolModeName>) : changes the edit mode"	ds	1
00b76cc4	setBumpScale([scale]) : sets scene bump scale	"setBumpScale([scale]) : sets scene bump scale"	ds	1
00b76d08	setFogParams([planarfogColorR] [planarfogColorG] [planarfogColorB] [planarfogDensity] [planarfogHeight]) : set Planar Height Params	"setFogParams([planarfogColorR] [planarfogColorG] [planarfogColorB] [planarfogDensity] [planarfogHeight]) : set Planar Height Params"	ds	1
00b76da0	setSceneLightParams([sunIntensity] [power] [specIntensity] [metalness] [fogColorR] [fogColorG] [fogColorB] [fogDensity] [fogStart]) : sets scene light params	"setSceneLightParams([sunIntensity] [power] [specIntensity] [metalness] [fogColorR] [fogColorG] [fogColorB] [fogDensity] [fogStart]) : sets scene light params"	ds	1
00b76e58	setHemiLight([topColorR] [topColorG] [topColorB] [bottomColorR] [bottomColorG] [bottomColorB] [axisYaw] [axisPitch] [intensity] [unitIntensity] [terrainIntensity]) : sets a hemilight	"setHemiLight([topColorR] [topColorG] [topColorB] [bottomColorR] [bottomColorG] [bottomColorB] [axisYaw] [axisPitch] [intensity] [unitIntensity] [terrainIntensity]) : sets a hemilight"	ds	1
00b76f20	fakeSunParams([intensity] [specIntensity] [specPower] [inclination] [rotation]) : Set fake sun params for water	"fakeSunParams([intensity] [specIntensity] [specPower] [inclination] [rotation]) : Set fake sun params for water"	ds	1
00b76fd8	sunColor([integerR] [integerG] [integerB]) : Set sun color to given RGB (0-255)	"sunColor([integerR] [integerG] [integerB]) : Set sun color to given RGB (0-255)"	ds	1
00b77038	shadowDarkness([integerDarkness] [pcfFilterScalar] [biasNV] [biasATI] [slope]) : Set shadow darkness (0-255) - (PCF Filter Sclar 0-16)	"shadowDarkness([integerDarkness] [pcfFilterScalar] [biasNV] [biasATI] [slope]) : Set shadow darkness (0-255) - (PCF Filter Sclar 0-16)"	ds	1
00b770d0	ambientColor2([integerR] [integerG] [integerB]) : Set ambient color 2 to given RGB (0-255)	"ambientColor2([integerR] [integerG] [integerB]) : Set ambient color 2 to given RGB (0-255)"	ds	1
00b771a0	ambientColor([integerR] [integerG] [integerB]) : Set ambient color to given RGB (0-255)	"ambientColor([integerR] [integerG] [integerB]) : Set ambient color to given RGB (0-255)"	ds	1
00b77208	renderFriendOrFoe([integerState]) : with no arg, toggles friend or foe colors.  otherwise, sets it	"renderFriendOrFoe([integerState]) : with no arg, toggles friend or foe colors.  otherwise, sets it"	ds	1
00b77280	renderTrilinear([integerState]) : sets trilinear filtering on/off	"renderTrilinear([integerState]) : sets trilinear filtering on/off"	ds	1
00b772d8	setSuperSampleFilterIndex([int]) : sets supersample filter kernel	"setSuperSampleFilterIndex([int]) : sets supersample filter kernel"	ds	1
00b77338	setSuperSampleFilterScales([floatX], [floatY]) : sets supersample kernel scales(1.0 = normal, less = blurrier, higher = sharper)	"setSuperSampleFilterScales([floatX], [floatY]) : sets supersample kernel scales(1.0 = normal, less = blurrier, higher = sharper)"	ds	1
00b773d8	setSuperSampleFactors([floatX], [floatY]) : sets HDR supersampling factors (1.0 to 2.0, both 1.0 is off)	"setSuperSampleFactors([floatX], [floatY]) : sets HDR supersampling factors (1.0 to 2.0, both 1.0 is off)"	ds	1
00b77460	setHDRMultisampleFactor([int]) : sets HDR multisample factor [1,8] - 1 is disabled	"setHDRMultisampleFactor([int]) : sets HDR multisample factor [1,8] - 1 is disabled"	ds	1
00b774cc	renderAnisotropic([integerState]) : sets desired anisotropy	"renderAnisotropic([integerState]) : sets desired anisotropy"	ds	1
00b77520	renderAreaGroupID([playerID], <areaGroupID> [integerState]) : sets the render state of the given area (no integerState toggles).	"renderAreaGroupID([playerID], <areaGroupID> [integerState]) : sets the render state of the given area (no integerState toggles)."	ds	1
00b775b8	renderAreaID([playerID], <areaID> [integerState]) : sets the render state of the given area (no integerState toggles).	"renderAreaID([playerID], <areaID> [integerState]) : sets the render state of the given area (no integerState toggles)."	ds	1
00b77640	renderAreaDangerLevels(int playerID, int state): draws areas and color-codes them by danger level.	"renderAreaDangerLevels(int playerID, int state): draws areas and color-codes them by danger level."	ds	1
00b776c0	renderAreas([playerID], [integerState]) : sets the render state for all areas (no arg toggles).	"renderAreas([playerID], [integerState]) : sets the render state for all areas (no arg toggles)."	ds	1
00b77730	renderBaseID([playerID], <areaID> [integerState]) : sets the render state of the given base (no integerState toggles).	"renderBaseID([playerID], <areaID> [integerState]) : sets the render state of the given base (no integerState toggles)."	ds	1
00b777b8	renderRefresh([integerState]) : with no arg, changes refresh rate to 75hz in fullscreen.  otherwise, sets fullscreen refresh to value	"renderRefresh([integerState]) : with no arg, changes refresh rate to 75hz in fullscreen.  otherwise, sets fullscreen refresh to value"	ds	1
00b77850	renderWindow([integerState]) : with no arg, toggles window/fullscreen.  otherwise, sets mode to window(1)/fullscreen(0)	"renderWindow([integerState]) : with no arg, toggles window/fullscreen.  otherwise, sets mode to window(1)/fullscreen(0)"	ds	1
00b778d8	setShadowRotationOp( [bool] ): controls shadow projection rotation optimization	"setShadowRotationOp( [bool] ): controls shadow projection rotation optimization"	ds	1
00b7793c	setShadowSnapping( [bool] ): controls shadow matrix snapping	"setShadowSnapping( [bool] ): controls shadow matrix snapping"	ds	1
00b77990	setShadowBiasMul( [biasMultiplier] ): set the shadow buffer bias multipler (supaScreenshot only)	"setShadowBiasMul( [biasMultiplier] ): set the shadow buffer bias multipler (supaScreenshot only)"	ds	1
00b77a08	setShadowQuality( [qualityLevel] ): set the quality level of shadows	"setShadowQuality( [qualityLevel] ): set the quality level of shadows"	ds	1
00b77a64	toggleShadows(void) : toggle shadows on/off	"toggleShadows(void) : toggle shadows on/off"	ds	1
00b77aa0	areaIncrementAreaToRender( int playerID ): increments the area to render.	"areaIncrementAreaToRender( int playerID ): increments the area to render."	ds	1
00b77b08	trackGotoSelectedEvent(<index>): moves the camera to the current event.	"trackGotoSelectedEvent(<index>): moves the camera to the current event."	ds	1
00b77b68	trackAdvance(): advances the camera track to a specific location.	"trackAdvance(): advances the camera track to a specific location."	ds	1
00b77bbc	trackStop(): stops the current camera track.	"trackStop(): stops the current camera track."	ds	1
00b77bf8	trackPause(): pauses the current camera track.	"trackPause(): pauses the current camera track."	ds	1
00b77c38	trackPlay([duration], eventID): plays a track file (otherwise if "none" than plays the current track.) with no arg uses current duration, otherwise sets duration	"trackPlay([duration], eventID): plays a track file (otherwise if \"none\" than plays the current track.) with no arg uses current duration, otherwise sets duration"	ds	1
00b77ce8	trackRemove(): removes selected track.	"trackRemove(): removes selected track."	ds	1
00b77d1c	trackInsert(): adds a new camera track.	"trackInsert(): adds a new camera track."	ds	1
00b77dc8	trackGotoSelectedWaypoint(<index>): moves the camera to the current waypoint.	"trackGotoSelectedWaypoint(<index>): moves the camera to the current waypoint."	ds	1
00b77e38	trackSetSelectedWaypoint(<index>): sets the current waypoint to the button with the same index.	"trackSetSelectedWaypoint(<index>): sets the current waypoint to the button with the same index."	ds	1
